"cod_rgint";"interp_homem_60_69_2000";"interp_homem_60_69_2001";"interp_homem_60_69_2002";"interp_homem_60_69_2003";"interp_homem_60_69_2004";"interp_homem_60_69_2005";"interp_homem_60_69_2006";"interp_homem_60_69_2007";"interp_homem_60_69_2008";"interp_homem_60_69_2009";"interp_homem_60_69_2010";"interp_homem_60_69_2011";"interp_homem_60_69_2012";"interp_homem_60_69_2013";"interp_homem_60_69_2014";"interp_homem_60_69_2015";"interp_homem_60_69_2016";"interp_homem_60_69_2017";"interp_homem_60_69_2018";"interp_homem_60_69_2019";"interp_homem_60_69_2020";"interp_homem_60_69_2021";"interp_homem_60_69_2022";"interp_homem_60_69_2023";"interp_homem_60_60_2024";"interp_mulher_60_69_2000";"interp_mulher_60_69_2001";"interp_mulher_60_69_2002";"interp_mulher_60_69_2003";"interp_mulher_60_69_2004";"interp_mulher_60_69_2005";"interp_mulher_60_69_2006";"interp_mulher_60_69_2007";"interp_mulher_60_69_2008";"interp_mulher_60_69_2009";"interp_mulher_60_69_2010";"interp_mulher_60_69_2011";"interp_mulher_60_69_2012";"interp_mulher_60_69_2013";"interp_mulher_60_69_2014";"interp_mulher_60_69_2015";"interp_mulher_60_69_2016";"interp_mulher_60_69_2017";"interp_mulher_60_69_2018";"interp_mulher_60_69_2019";"interp_mulher_60_69_2020";"interp_mulher_60_69_2021";"interp_mulher_60_69_2022";"interp_mulher_60_69_2023";"interp_mulher_60_69_2024";"interp_homem_70_79_2000";"interp_homem_70_79_2001";"interp_homem_70_79_2002";"interp_homem_70_79_2003";"interp_homem_70_79_2004";"interp_homem_70_79_2005";"interp_homem_70_79_2006";"interp_homem_70_79_2007";"interp_homem_70_79_2008";"interp_homem_70_79_2009";"interp_homem_70_79_2010";"interp_homem_70_79_2011";"interp_homem_70_79_2012";"interp_homem_70_79_2013";"interp_homem_70_79_2014";"interp_homem_70_79_2015";"interp_homem_70_79_2016";"interp_homem_70_79_2017";"interp_homem_70_79_2018";"interp_homem_70_79_2019";"interp_homem_70_79_2020";"interp_homem_70_79_2021";"interp_homem_70_79_2022";"interp_homem_70_79_2023";"interp_homem_60_60_2024";"interp_mulher_70_79_2000";"interp_mulher_70_79_2001";"interp_mulher_70_79_2002";"interp_mulher_70_79_2003";"interp_mulher_70_79_2004";"interp_mulher_70_79_2005";"interp_mulher_70_79_2006";"interp_mulher_70_79_2007";"interp_mulher_70_79_2008";"interp_mulher_70_79_2009";"interp_mulher_70_79_2010";"interp_mulher_70_79_2011";"interp_mulher_70_79_2012";"interp_mulher_70_79_2013";"interp_mulher_70_79_2014";"interp_mulher_70_79_2015";"interp_mulher_70_79_2016";"interp_mulher_70_79_2017";"interp_mulher_70_79_2018";"interp_mulher_70_79_2019";"interp_mulher_70_79_2020";"interp_mulher_70_79_2021";"interp_mulher_70_79_2022";"interp_mulher_70_79_2023";"interp_mulher_70_79_2024";"interp_homem_80_mais_2000";"interp_homem_80_mais_2001";"interp_homem_80_mais_2002";"interp_homem_80_mais_2003";"interp_homem_80_mais_2004";"interp_homem_80_mais_2005";"interp_homem_80_mais_2006";"interp_homem_80_mais_2007";"interp_homem_80_mais_2008";"interp_homem_80_mais_2009";"interp_homem_80_mais_2010";"interp_homem_80_mais_2011";"interp_homem_80_mais_2012";"interp_homem_80_mais_2013";"interp_homem_80_mais_2014";"interp_homem_80_mais_2015";"interp_homem_80_mais_2016";"interp_homem_80_mais_2017";"interp_homem_80_mais_2018";"interp_homem_80_mais_2019";"interp_homem_80_mais_2020";"interp_homem_80_mais_2021";"interp_homem_80_mais_2022";"interp_homem_80_mais_2023";"interp_homem_60_60_2024";"interp_mulher_80_mais_2000";"interp_mulher_80_mais_2001";"interp_mulher_80_mais_2002";"interp_mulher_80_mais_2003";"interp_mulher_80_mais_2004";"interp_mulher_80_mais_2005";"interp_mulher_80_mais_2006";"interp_mulher_80_mais_2007";"interp_mulher_80_mais_2008";"interp_mulher_80_mais_2009";"interp_mulher_80_mais_2010";"interp_mulher_80_mais_2011";"interp_mulher_80_mais_2012";"interp_mulher_80_mais_2013";"interp_mulher_80_mais_2014";"interp_mulher_80_mais_2015";"interp_mulher_80_mais_2016";"interp_mulher_80_mais_2017";"interp_mulher_80_mais_2018";"interp_mulher_80_mais_2019";"interp_mulher_80_mais_2020";"interp_mulher_80_mais_2021";"interp_mulher_80_mais_2022";"interp_mulher_80_mais_2023";"interp_mulher_80_mais_2024"
1703;5438;5608;5783;5963;6149;6341;6539;6744;6954;7171;7395;7635;7884;8140;8404;8677;8960;9251;9551;9862;10182;10513;10855;11208;11572;4834;5009;5190;5378;5573;5775;5984;6200;6425;6657;6898;7136;7381;7636;7899;8171;8452;8743;9044;9356;9678;10011;10356;10713;11082;2882;2993;3108;3228;3352;3481;3615;3754;3898;4048;4204;4343;4486;4634;4787;4945;5108;5277;5451;5631;5817;6009;6207;6412;6623;2520;2617;2717;2821;2930;3042;3159;3280;3406;3536;3672;3819;3972;4131;4296;4468;4646;4832;5025;5226;5435;5653;5879;6114;6359;1169;1220;1273;1329;1387;1447;1511;1576;1645;1717;1792;1866;1943;2023;2106;2193;2284;2378;2476;2578;2684;2795;2910;3030;3155;1164;1217;1273;1331;1391;1455;1521;1590;1663;1739;1818;1894;1973;2056;2142;2231;2325;2422;2523;2629;2739;2854;2973;3097;3227
2101;45949;47449;48999;50599;52251;53957;55719;57538;59417;61357;63360;65644;68010;70461;73001;75632;78358;81182;84108;87140;90281;93535;96906;100399;104018;49056;50694;52386;54136;55943;57811;59741;61736;63797;65927;68128;70944;73876;76929;80108;83419;86866;90456;94194;98087;102141;106362;110758;115335;120102;23266;24264;25306;26392;27524;28705;29937;31222;32561;33959;35416;36478;37571;38697;39857;41052;42282;43550;44855;46200;47585;49011;50480;51993;53552;25707;26892;28131;29427;30783;32202;33685;35238;36862;38560;40337;41622;42947;44315;45726;47182;48684;50235;51834;53485;55188;56946;58759;60630;62561;10314;10709;11118;11544;11985;12444;12920;13415;13928;14461;15014;15573;16153;16755;17379;18026;18697;19394;20116;20865;21642;22448;23284;24151;25051;14049;14579;15129;15700;16292;16907;17545;18207;18893;19606;20346;21191;22072;22989;23944;24939;25975;27055;28179;29349;30569;31839;33162;34540;35975
2102;23652;24197;24754;25324;25907;26503;27113;27738;28376;29030;29698;30281;30876;31483;32101;32732;33374;34030;34698;35380;36075;36783;37506;38243;38994;23472;24091;24726;25378;26047;26734;27439;28163;28905;29668;30450;31173;31913;32670;33445;34239;35052;35884;36735;37607;38500;39414;40349;41307;42287;12851;13242;13645;14061;14489;14930;15385;15853;16336;16833;17346;17703;18068;18441;18821;19209;19604;20008;20421;20842;21271;21710;22157;22614;23080;12136;12568;13015;13478;13958;14454;14968;15501;16052;16624;17215;17663;18124;18596;19080;19577;20087;20611;21148;21699;22264;22844;23439;24050;24676;5330;5518;5712;5913;6121;6336;6559;6790;7029;7276;7532;7743;7959;8182;8411;8646;8888;9136;9392;9654;9924;10202;10487;10780;11082;5826;6040;6261;6491;6728;6975;7231;7496;7771;8056;8351;8610;8876;9151;9434;9726;10027;10338;10658;10988;11328;11678;12040;12413;12797
2103;14180;14527;14882;15246;15619;16002;16393;16794;17205;17626;18057;18489;18931;19384;19847;20322;20808;21306;21815;22337;22871;23418;23978;24551;25139;15362;15776;16201;16638;17087;17548;18021;18506;19005;19518;20044;20590;21151;21727;22319;22927;23552;24193;24852;25529;26225;26939;27673;28427;29201;7487;7752;8026;8310;8604;8908;9223;9549;9887;10237;10599;10821;11047;11278;11514;11755;12001;12252;12509;12770;13038;13310;13589;13873;14164;7949;8276;8616;8971;9340;9724;10124;10540;10974;11425;11895;12182;12477;12778;13087;13403;13727;14059;14399;14747;15103;15468;15842;16225;16617;3346;3454;3566;3681;3800;3922;4049;4180;4315;4454;4598;4722;4850;4981;5116;5254;5397;5543;5693;5847;6005;6167;6334;6505;6681;4363;4505;4652;4804;4961;5122;5289;5462;5640;5824;6014;6199;6389;6585;6787;6995;7210;7431;7659;7895;8137;8387;8644;8909;9183
2104;9332;9594;9863;10139;10423;10715;11016;11325;11642;11968;12304;12570;12842;13119;13403;13693;13989;14291;14600;14916;15238;15567;15904;16248;16599;9929;10177;10432;10693;10961;11235;11516;11804;12100;12403;12713;13034;13363;13700;14045;14400;14763;15136;15518;15909;16311;16722;17144;17577;18020;5015;5190;5370;5558;5751;5952;6159;6373;6595;6825;7063;7243;7427;7617;7811;8010;8214;8423;8638;8858;9083;9315;9552;9795;10045;5212;5415;5627;5846;6074;6311;6557;6813;7079;7355;7642;7848;8060;8277;8500;8729;8965;9206;9454;9709;9971;10240;10516;10800;11091;2346;2419;2495;2572;2653;2735;2820;2908;2999;3093;3189;3287;3388;3491;3598;3709;3823;3940;4061;4185;4313;4446;4582;4722;4867;2701;2783;2867;2954;3043;3136;3231;3328;3429;3533;3640;3778;3920;4068;4222;4381;4547;4719;4897;5082;5274;5473;5680;5895;6117
2105;20111;20769;21448;22149;22874;23622;24395;25192;26016;26867;27746;28479;29232;30004;30797;31611;32446;33303;34183;35087;36014;36965;37942;38945;39974;19147;19812;20501;21213;21951;22713;23503;24319;25165;26039;26944;27816;28715;29644;30603;31593;32615;33670;34759;35883;37044;38242;39479;40756;42074;10007;10437;10885;11352;11840;12348;12878;13431;14008;14610;15237;15706;16190;16689;17203;17733;18279;18842;19422;20020;20637;21273;21928;22603;23300;9313;9757;10222;10709;11220;11755;12315;12902;13517;14162;14837;15362;15906;16470;17053;17656;18282;18929;19599;20293;21012;21756;22526;23324;24149;3985;4168;4359;4560;4769;4988;5217;5456;5707;5969;6243;6502;6772;7052;7345;7649;7967;8297;8641;8999;9373;9761;10166;10588;11027;4521;4704;4894;5092;5298;5513;5736;5968;6209;6461;6722;7012;7314;7629;7958;8301;8659;9033;9422;9828;10252;10694;11155;11636;12138
2201;27840;28728;29644;30589;31564;32570;33609;34680;35786;36927;38104;39430;40803;42223;43693;45214;46788;48417;50102;51846;53651;55518;57451;59451;61520;32101;33140;34213;35320;36463;37644;38862;40120;41418;42759;44143;45915;47759;49677;51671;53746;55904;58148;60483;62912;65438;68065;70798;73641;76597;15540;16042;16559;17094;17645;18215;18803;19409;20036;20683;21350;22113;22903;23722;24570;25448;26358;27300;28276;29286;30333;31417;32540;33703;34908;17935;18669;19433;20228;21055;21917;22813;23747;24718;25729;26782;27768;28790;29850;30948;32087;33268;34493;35763;37079;38444;39859;41326;42847;44424;6055;6356;6672;7003;7351;7717;8100;8502;8925;9368;9834;10172;10521;10883;11257;11643;12043;12457;12885;13328;13786;14259;14749;15256;15780;8049;8499;8974;9476;10005;10565;11155;11779;12438;13133;13867;14411;14976;15563;16173;16807;17466;18151;18862;19602;20370;21169;21999;22861;23758
2202;12388;12713;13047;13390;13741;14102;14472;14852;15242;15642;16053;16480;16919;17369;17831;18306;18793;19293;19807;20334;20875;21431;22001;22587;23188;13428;13775;14130;14495;14869;15253;15646;16050;16464;16889;17325;17832;18355;18892;19446;20015;20602;21205;21826;22466;23124;23801;24498;25216;25954;7100;7319;7544;7776;8016;8263;8517;8780;9050;9329;9616;9896;10185;10481;10787;11101;11424;11757;12100;12452;12815;13189;13573;13968;14375;7470;7754;8050;8356;8674;9005;9348;9704;10073;10457;10855;11169;11493;11825;12168;12520;12882;13255;13639;14034;14440;14858;15288;15731;16186;2944;3063;3188;3317;3452;3592;3737;3889;4047;4211;4382;4518;4659;4804;4954;5108;5267;5431;5600;5774;5954;6139;6330;6527;6730;3504;3655;3813;3977;4149;4328;4514;4709;4912;5124;5345;5548;5758;5977;6203;6439;6683;6937;7200;7473;7756;8051;8356;8673;9002
2203;9891;10235;10592;10961;11343;11738;12146;12569;13007;13460;13929;14281;14642;15013;15392;15781;16181;16590;17009;17439;17880;18332;18796;19271;19759;10797;11170;11557;11956;12370;12797;13240;13697;14171;14661;15168;15535;15911;16296;16690;17094;17508;17932;18366;18810;19265;19732;20209;20698;21199;5967;6130;6298;6470;6647;6828;7015;7207;7404;7606;7814;8091;8378;8675;8983;9302;9632;9973;10327;10693;11073;11465;11872;12293;12729;6252;6472;6700;6935;7179;7432;7694;7964;8245;8535;8835;9154;9486;9829;10184;10552;10934;11329;11739;12163;12603;13059;13531;14020;14527;2454;2562;2675;2793;2917;3045;3180;3320;3466;3619;3779;3906;4037;4173;4313;4458;4608;4762;4922;5088;5259;5435;5618;5807;6002;2767;2896;3031;3173;3321;3476;3638;3808;3985;4171;4366;4526;4693;4865;5044;5229;5421;5621;5827;6041;6263;6493;6732;6979;7236
2204;2925;3037;3153;3273;3398;3528;3663;3802;3948;4098;4255;4380;4509;4642;4779;4920;5064;5214;5367;5525;5688;5856;6028;6206;6388;3238;3337;3440;3546;3655;3767;3883;4002;4125;4251;4382;4501;4623;4748;4877;5009;5145;5285;5428;5575;5726;5882;6041;6205;6373;1733;1788;1845;1904;1964;2027;2091;2158;2226;2297;2370;2466;2565;2668;2776;2888;3004;3125;3251;3382;3519;3660;3808;3961;4121;1941;2007;2076;2147;2221;2296;2375;2456;2540;2627;2717;2804;2893;2985;3080;3178;3280;3384;3492;3603;3718;3837;3959;4085;4215;823;849;876;904;933;962;993;1024;1057;1090;1125;1164;1205;1247;1291;1336;1383;1432;1482;1534;1588;1643;1701;1761;1822;971;1009;1048;1089;1132;1176;1222;1269;1319;1371;1424;1478;1534;1593;1653;1716;1782;1849;1920;1993;2069;2147;2229;2314;2402
2205;3352;3457;3564;3676;3790;3908;4030;4156;4286;4419;4557;4727;4903;5086;5275;5472;5676;5887;6107;6334;6570;6815;7069;7332;7606;3707;3796;3887;3980;4075;4173;4273;4376;4481;4588;4698;4847;5000;5158;5321;5490;5663;5842;6027;6218;6415;6618;6827;7043;7266;2002;2053;2105;2159;2213;2270;2327;2386;2447;2509;2573;2672;2774;2880;2991;3105;3225;3348;3476;3610;3748;3892;4041;4196;4357;1981;2057;2137;2219;2304;2393;2485;2581;2680;2784;2891;2990;3093;3200;3310;3424;3542;3664;3790;3920;4055;4195;4339;4488;4643;822;863;905;950;997;1047;1099;1153;1210;1270;1333;1375;1418;1463;1509;1556;1605;1655;1707;1761;1816;1873;1932;1993;2055;957;997;1039;1082;1128;1175;1224;1276;1329;1385;1443;1499;1558;1619;1682;1748;1816;1887;1961;2038;2117;2200;2286;2375;2468
2206;5088;5220;5355;5494;5636;5782;5932;6086;6243;6405;6571;6758;6951;7149;7353;7562;7778;7999;8227;8462;8703;8951;9206;9468;9738;5805;5930;6058;6188;6321;6457;6596;6738;6883;7032;7183;7397;7617;7844;8077;8317;8565;8820;9082;9353;9631;9918;10213;10517;10830;2907;2990;3075;3163;3253;3346;3442;3540;3641;3745;3852;3971;4093;4219;4349;4483;4621;4763;4910;5061;5217;5377;5543;5714;5890;3383;3488;3595;3707;3821;3939;4061;4187;4316;4449;4587;4726;4868;5016;5167;5323;5484;5650;5821;5997;6178;6365;6557;6755;6959;1300;1350;1402;1456;1512;1570;1630;1693;1758;1826;1896;1957;2020;2084;2151;2220;2292;2365;2441;2520;2600;2684;2770;2859;2951;1537;1612;1690;1773;1859;1950;2045;2144;2249;2358;2473;2556;2643;2732;2824;2919;3018;3120;3225;3334;3446;3563;3683;3807;3936
2301;73083;75831;78683;81642;84712;87897;91203;94633;98191;101884;105715;109453;113324;117331;121480;125775;130223;134827;139595;144531;149642;154933;160412;166084;171957;91947;95214;98596;102099;105726;109482;113371;117399;121570;125889;130361;135202;140223;145431;150832;156433;162243;168268;174517;180998;187720;194692;201922;209421;217198;43316;44549;45817;47121;48462;49841;51260;52719;54220;55763;57350;59235;61183;63194;65271;67417;69634;71923;74287;76729;79252;81857;84548;87327;90198;55824;57733;59706;61748;63859;66042;68300;70635;73050;75547;78130;80708;83371;86121;88963;91898;94930;98062;101298;104640;108093;111659;115343;119149;123080;16537;17406;18320;19282;20295;21361;22483;23664;24907;26215;27592;28345;29118;29913;30729;31568;32429;33314;34224;35157;36117;37103;38115;39155;40224;23942;25438;27027;28715;30509;32414;34439;36591;38876;41305;43885;45370;46906;48493;50134;51831;53585;55399;57274;59212;61216;63288;65430;67644;69934
2302;17746;18374;19024;19697;20394;21116;21863;22636;23437;24266;25125;25758;26407;27072;27754;28453;29170;29905;30658;31430;32222;33034;33866;34719;35594;19504;20175;20869;21587;22329;23097;23892;24714;25564;26443;27353;28047;28759;29489;30237;31004;31791;32598;33425;34273;35143;36035;36949;37887;38848;13269;13363;13457;13552;13647;13744;13840;13938;14036;14135;14235;14703;15186;15685;16201;16733;17283;17851;18438;19044;19670;20316;20984;21674;22386;14008;14202;14398;14597;14799;15004;15211;15421;15635;15851;16070;16616;17181;17765;18369;18994;19640;20307;20998;21711;22450;23213;24002;24818;25662;5839;6086;6343;6611;6890;7181;7485;7801;8130;8474;8832;8965;9100;9236;9375;9516;9659;9804;9952;10102;10253;10408;10564;10723;10884;6359;6670;6995;7337;7695;8071;8465;8879;9312;9767;10244;10481;10724;10973;11227;11487;11753;12026;12304;12589;12881;13180;13485;13797;14117
2303;10981;11289;11606;11931;12266;12610;12963;13327;13701;14085;14480;14719;14962;15210;15461;15717;15976;16240;16509;16781;17059;17340;17627;17918;18214;12460;12754;13054;13362;13677;13999;14329;14667;15013;15367;15729;16015;16306;16602;16903;17210;17523;17841;18165;18495;18831;19173;19521;19876;20237;7563;7682;7803;7926;8051;8178;8306;8437;8570;8705;8842;9026;9213;9405;9600;9800;10004;10212;10424;10641;10862;11088;11318;11553;11793;7727;7949;8176;8411;8652;8900;9155;9418;9688;9965;10251;10472;10699;10930;11166;11407;11653;11905;12162;12425;12693;12967;13247;13533;13825;3192;3326;3465;3610;3762;3919;4083;4254;4433;4618;4812;4913;5016;5121;5229;5339;5451;5565;5682;5801;5923;6047;6174;6304;6436;3198;3368;3547;3736;3935;4144;4365;4597;4841;5099;5370;5543;5721;5905;6095;6291;6493;6702;6918;7141;7370;7607;7852;8105;8365
2304;21002;21531;22074;22630;23200;23784;24383;24998;25627;26273;26935;27503;28083;28675;29280;29898;30528;31172;31830;32501;33186;33886;34601;35331;36076;25854;26423;27005;27599;28206;28827;29461;30110;30773;31450;32142;32854;33582;34327;35087;35865;36660;37472;38302;39151;40019;40906;41812;42739;43686;12689;13031;13382;13743;14113;14494;14884;15285;15697;16121;16555;16961;17377;17804;18241;18688;19147;19616;20098;20591;21096;21614;22144;22687;23244;15835;16313;16805;17312;17834;18372;18926;19497;20085;20691;21315;21807;22311;22826;23354;23893;24445;25010;25588;26179;26783;27402;28035;28683;29345;5807;6006;6211;6424;6643;6871;7106;7349;7600;7860;8129;8397;8674;8960;9256;9561;9877;10202;10539;10887;11246;11617;12000;12396;12805;7432;7757;8096;8450;8820;9206;9608;10029;10467;10925;11403;11788;12186;12598;13023;13463;13918;14388;14874;15377;15896;16433;16988;17562;18155
2305;9005;9210;9419;9633;9852;10076;10305;10540;10779;11024;11275;11538;11808;12084;12366;12655;12951;13253;13563;13879;14204;14535;14875;15222;15578;9954;10164;10379;10598;10822;11051;11285;11523;11766;12015;12269;12577;12893;13217;13549;13890;14239;14597;14963;15339;15725;16120;16525;16940;17366;6219;6313;6409;6506;6605;6705;6807;6910;7015;7121;7229;7421;7618;7821;8029;8242;8461;8686;8917;9154;9397;9647;9903;10166;10436;6385;6551;6721;6895;7074;7257;7446;7639;7837;8040;8249;8451;8658;8870;9087;9309;9537;9770;10010;10254;10505;10763;11026;11296;11572;2798;2922;3052;3188;3330;3477;3632;3793;3962;4138;4322;4418;4516;4616;4719;4823;4930;5040;5151;5266;5383;5502;5624;5749;5876;3006;3148;3296;3452;3615;3785;3964;4151;4347;4552;4767;4916;5070;5229;5392;5561;5735;5915;6100;6291;6488;6691;6900;7116;7339
2306;25567;26307;27068;27851;28657;29486;30339;31216;32120;33049;34005;34851;35717;36605;37516;38449;39405;40385;41389;42418;43473;44554;45662;46797;47961;29510;30235;30977;31738;32517;33316;34134;34973;35831;36711;37613;38459;39325;40210;41114;42039;42985;43953;44942;45953;46987;48044;49125;50230;51361;16986;17288;17596;17910;18229;18553;18884;19220;19562;19910;20265;20866;21485;22122;22778;23453;24148;24864;25602;26361;27142;27947;28776;29629;30508;18086;18637;19204;19788;20391;21011;21651;22310;22989;23689;24410;25001;25606;26226;26860;27511;28176;28858;29557;30272;31005;31755;32524;33311;34117;7766;8043;8329;8626;8933;9251;9580;9922;10275;10641;11020;11240;11465;11693;11927;12165;12408;12656;12909;13166;13429;13697;13971;14250;14535;8593;8970;9363;9773;10201;10649;11115;11603;12111;12642;13196;13584;13983;14394;14818;15253;15702;16163;16638;17128;17631;18149;18683;19232;19798
2401;32368;33717;35122;36585;38109;39697;41351;43074;44869;46739;48686;50441;52258;54142;56093;58115;60209;62379;64627;66956;69369;71869;74459;77142;79923;40957;42583;44274;46031;47859;49759;51734;53788;55923;58144;60452;62469;64554;66708;68933;71234;73610;76067;78605;81228;83938;86739;89633;92624;95714;21375;21772;22176;22587;23006;23433;23868;24311;24762;25222;25690;26648;27642;28673;29742;30851;32002;33195;34433;35717;37049;38431;39864;41351;42893;25745;26538;27356;28199;29068;29964;30888;31840;32821;33832;34875;36145;37461;38825;40239;41704;43222;44796;46427;48117;49869;51685;53567;55517;57539;10299;10611;10933;11264;11605;11957;12319;12692;13077;13473;13881;14201;14528;14863;15205;15555;15914;16280;16655;17039;17432;17833;18244;18664;19094;12939;13557;14205;14883;15594;16339;17120;17938;18794;19692;20633;21336;22063;22815;23593;24397;25229;26089;26978;27897;28848;29831;30848;31899;32987
2402;6176;6375;6580;6792;7010;7236;7469;7709;7957;8214;8478;8711;8951;9197;9450;9710;9977;10251;10533;10823;11121;11427;11741;12064;12396;7575;7787;8004;8228;8458;8694;8937;9187;9444;9708;9979;10231;10489;10754;11025;11303;11589;11881;12181;12488;12804;13127;13458;13798;14146;4875;4887;4900;4912;4925;4937;4950;4962;4975;4987;5000;5149;5303;5462;5625;5793;5967;6145;6329;6518;6713;6913;7120;7333;7552;5548;5626;5705;5786;5867;5949;6033;6118;6204;6291;6380;6544;6712;6885;7062;7243;7429;7620;7816;8017;8223;8434;8651;8873;9101;2479;2544;2611;2680;2750;2822;2896;2972;3051;3131;3213;3250;3288;3326;3365;3404;3444;3484;3524;3565;3607;3649;3691;3734;3777;2903;3017;3136;3259;3387;3520;3659;3803;3952;4108;4269;4359;4450;4544;4639;4736;4836;4937;5041;5147;5255;5365;5478;5593;5710
2403;17750;18316;18900;19502;20124;20766;21428;22111;22816;23543;24294;25015;25757;26521;27307;28117;28952;29810;30695;31605;32543;33508;34502;35525;36579;20538;21175;21831;22508;23206;23926;24668;25433;26222;27035;27873;28734;29622;30537;31480;32453;33455;34489;35555;36653;37785;38953;40156;41397;42675;12781;12890;13001;13112;13224;13337;13451;13566;13682;13799;13917;14293;14679;15076;15483;15902;16332;16773;17226;17692;18170;18661;19165;19683;20215;13734;14015;14301;14593;14892;15196;15507;15824;16147;16477;16814;17294;17788;18296;18818;19356;19908;20477;21061;21663;22281;22918;23572;24245;24937;6016;6205;6400;6602;6809;7023;7244;7472;7707;7949;8199;8332;8468;8605;8745;8887;9031;9178;9327;9479;9633;9789;9948;10110;10274;6536;6837;7152;7482;7827;8188;8565;8960;9373;9805;10257;10513;10776;11046;11322;11605;11895;12192;12497;12809;13129;13458;13794;14139;14492
2501;33509;34565;35655;36779;37938;39134;40368;41641;42953;44307;45704;47230;48806;50435;52119;53859;55657;57515;59435;61419;63469;65588;67777;70039;72378;44103;45344;46620;47932;49281;50668;52094;53560;55068;56618;58211;60011;61867;63780;65752;67786;69882;72043;74271;76568;78935;81376;83893;86487;89162;21246;21623;22007;22398;22796;23201;23613;24032;24459;24893;25335;26140;26971;27828;28712;29624;30566;31537;32539;33573;34640;35740;36876;38048;39257;27249;28022;28817;29634;30475;31339;32228;33143;34083;35050;36044;37077;38140;39233;40358;41515;42705;43929;45188;46483;47816;49186;50596;52046;53538;10021;10261;10507;10759;11017;11281;11551;11828;12111;12402;12699;12960;13226;13498;13775;14058;14347;14641;14942;15249;15562;15882;16208;16541;16881;13539;14094;14672;15274;15900;16552;17231;17938;18673;19439;20236;20832;21445;22077;22727;23396;24085;24794;25524;26276;27050;27846;28666;29510;30379
2502;23636;24275;24932;25606;26299;27011;27741;28492;29262;30054;30867;31660;32473;33307;34162;35039;35939;36862;37808;38779;39775;40796;41844;42919;44021;30573;31233;31907;32596;33300;34019;34753;35504;36270;37053;37853;38698;39562;40445;41348;42271;43215;44179;45166;46174;47205;48259;49336;50437;51563;17231;17338;17445;17554;17662;17772;17882;17993;18105;18217;18330;18802;19286;19783;20292;20815;21351;21901;22465;23043;23637;24246;24870;25510;26167;20685;21059;21440;21828;22223;22625;23034;23451;23875;24307;24747;25323;25912;26515;27132;27763;28409;29070;29746;30438;31146;31871;32612;33371;34147;8743;8942;9145;9352;9565;9782;10004;10231;10463;10701;10944;11081;11219;11359;11501;11644;11789;11936;12085;12236;12389;12543;12700;12858;13019;10870;11284;11714;12160;12623;13103;13602;14120;14658;15216;15795;16129;16470;16818;17174;17537;17908;18287;18674;19068;19472;19884;20304;20733;21172
2503;13404;13775;14155;14547;14949;15362;15787;16223;16672;17132;17606;18013;18429;18855;19290;19736;20192;20658;21135;21624;22123;22634;23157;23692;24239;16254;16689;17136;17595;18066;18550;19047;19557;20080;20618;21170;21597;22033;22478;22932;23395;23867;24349;24841;25342;25854;26376;26908;27451;28005;9323;9428;9534;9641;9749;9859;9969;10081;10195;10309;10425;10688;10958;11234;11518;11808;12106;12411;12725;13046;13375;13712;14058;14413;14776;10436;10680;10930;11186;11448;11716;11991;12272;12559;12853;13154;13489;13832;14184;14545;14915;15294;15684;16083;16492;16911;17342;17783;18235;18699;4759;4869;4982;5098;5216;5337;5461;5587;5717;5849;5985;6083;6183;6285;6388;6493;6600;6708;6819;6931;7045;7160;7278;7398;7519;5280;5462;5650;5845;6047;6255;6471;6694;6925;7164;7411;7609;7812;8020;8234;8454;8679;8911;9148;9392;9643;9900;10164;10435;10713
2504;6923;7099;7279;7463;7652;7846;8045;8249;8459;8673;8893;9073;9257;9444;9636;9831;10030;10233;10440;10652;10867;11087;11312;11541;11775;8292;8514;8743;8977;9218;9465;9719;9980;10248;10523;10805;10985;11168;11355;11544;11736;11932;12131;12333;12539;12748;12961;13177;13397;13620;4705;4784;4864;4945;5028;5112;5198;5285;5374;5464;5555;5680;5808;5939;6072;6209;6349;6492;6638;6787;6940;7096;7256;7419;7586;5070;5223;5381;5544;5712;5885;6063;6246;6435;6629;6830;7002;7179;7361;7547;7737;7933;8133;8338;8549;8765;8986;9213;9446;9684;2340;2407;2477;2548;2621;2697;2774;2854;2936;3021;3108;3176;3246;3318;3391;3465;3542;3620;3699;3781;3864;3949;4036;4125;4216;2375;2481;2592;2708;2829;2956;3088;3226;3371;3521;3679;3793;3910;4031;4156;4285;4417;4554;4695;4840;4990;5145;5304;5468;5637
2601;97296;100372;103545;106819;110196;113680;117274;120981;124806;128752;132822;137347;142027;146866;151869;157043;162394;167927;173648;179564;185682;192008;198550;205315;212310;129560;133607;137780;142083;146521;151097;155817;160684;165702;170878;176215;182140;188264;194595;201138;207901;214892;222117;229586;237305;245285;253532;262057;270869;279976;54164;55389;56641;57922;59232;60572;61941;63342;64774;66239;67737;69925;72183;74514;76920;79404;81968;84616;87348;90169;93081;96087;99190;102393;105700;73214;75611;78087;80643;83284;86011;88827;91735;94739;97841;101044;104255;107568;110987;114514;118153;121908;125783;129780;133904;138160;142551;147081;151755;156578;20567;21317;22095;22901;23736;24602;25500;26430;27394;28393;29429;30118;30824;31546;32284;33040;33814;34606;35417;36246;37095;37964;38853;39763;40694;33001;34536;36143;37825;39585;41426;43354;45371;47482;49691;52003;53632;55311;57043;58830;60672;62572;64532;66552;68637;70786;73003;75289;77647;80078
